 Tue, 18 Dec 2018 10:11:47  INFO logger.py <module> [ line:23 ] hehehe
 Tue, 18 Dec 2018 10:12:07  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@id='captchas']
 Tue, 18 Dec 2018 10:12:07  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:12:07  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.03秒
 Tue, 18 Dec 2018 10:12:07  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：/html/body/div[4]/div/div/div[2]/div/div[3]/div/div/img
 Tue, 18 Dec 2018 10:12:07  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:12:07  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:12:08  INFO BasePage.py get_verification_code [ line:232 ] 识别的验证码为：6279
 Tue, 18 Dec 2018 10:12:08  INFO BasePage.py input_text [ line:148 ] =====执行输入操作======
输入的数据为：6279
 Tue, 18 Dec 2018 10:12:08  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@id='captchas']
 Tue, 18 Dec 2018 10:12:08  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:12:08  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:12:08  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:12:08  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@class='btn btn_c']
 Tue, 18 Dec 2018 10:12:08  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:12:08  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:12:09  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@id='captchas']
 Tue, 18 Dec 2018 10:12:09  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:12:10  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.03秒
 Tue, 18 Dec 2018 10:12:10  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：/html/body/div[4]/div/div/div[2]/div/div[3]/div/div/img
 Tue, 18 Dec 2018 10:12:10  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:12:10  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:12:11  INFO BasePage.py get_verification_code [ line:232 ] 识别的验证码为：7624
 Tue, 18 Dec 2018 10:12:11  INFO BasePage.py input_text [ line:148 ] =====执行输入操作======
输入的数据为：7624
 Tue, 18 Dec 2018 10:12:11  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@id='captchas']
 Tue, 18 Dec 2018 10:12:11  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:12:11  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:12:11  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:12:11  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//input[@class='btn btn_c']
 Tue, 18 Dec 2018 10:12:11  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:12:11  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:12:12  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
 Tue, 18 Dec 2018 10:12:12  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='theme']/div/div[2]//ul[@class='sift fl']//li[1]//div[@class='v-name']//p
 Tue, 18 Dec 2018 10:12:12  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:12:12  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.04秒
 Tue, 18 Dec 2018 10:12:12  INFO BasePage.py scroll_intoView [ line:122 ] 将元素滚动到可见区域。
 Tue, 18 Dec 2018 10:12:12  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
 Tue, 18 Dec 2018 10:12:12  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='theme']/div/div[2]//ul[@class='sift fl']//li[1]//div[@class='v-shop clearfix']//p
 Tue, 18 Dec 2018 10:12:12  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:12:12  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.05秒
 Tue, 18 Dec 2018 10:12:12  INFO BasePage.py click [ line:127 ] =====执行点击事件======
 Tue, 18 Dec 2018 10:12:12  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='theme']/div/div[2]//ul[@class='sift fl']//li[1]//div[@class='v-name']//p
 Tue, 18 Dec 2018 10:12:12  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:12:12  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.02秒
 Tue, 18 Dec 2018 10:12:12  INFO BasePage.py scroll_intoView [ line:122 ] 将元素滚动到可见区域。
 Tue, 18 Dec 2018 10:12:13  INFO BasePage.py switch_window [ line:258 ] 窗口已切换
 Tue, 18 Dec 2018 10:12:13  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
 Tue, 18 Dec 2018 10:12:13  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='v-tit']/h2
 Tue, 18 Dec 2018 10:12:13  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:12:14  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:1.09秒
 Tue, 18 Dec 2018 10:12:14  INFO BasePage.py get_text [ line:160 ] =====获取元素的文本内容======
 Tue, 18 Dec 2018 10:12:14  INFO BasePage.py find_element [ line:84 ] 当前元素定位类型：xpath，当前查找的元素表达式为：//div[@class='store-l fl']//h4
 Tue, 18 Dec 2018 10:12:14  INFO BasePage.py find_element [ line:86 ] 开始等待元素在当前页面可见。
 Tue, 18 Dec 2018 10:12:14  INFO BasePage.py wait_eleVisible [ line:37 ] 等待结束，等待时间长为:0.25秒
